Creating 3 nodes.
MOBILE: 
node 0 getnode 0x1f1de40 dst-> 0x1ff2cd0 10.0.0.1 source-> 0x1ff30f0
SENSOR: 
seconds interval2
node 1 getnode 0x1f1e3b0 dst-> 0x1ff4910 10.0.0.2 source-> 0x1ff4a70
BASE: 
node 2 getnode 0x1f1e140 dst-> 0x1ff5d00 10.0.0.3 source-> 0x1ff6330
Starting simulation for 2734 s, seed value 12345673
594.5 0 0 0 0 0 1549.3 262.67
595.5 0 0 52 4056 0 1061.4 784.81
595.5 0 0 7 546 0 1053.3 952.67
595.5 0 0 0 0 0 1549.3 262.67
596.5 0 0 52 4056 0 1060.9 782.47
596.5 0 0 7 546 0 1053.3 952.67
596.5 0 0 0 0 0 1549.3 262.67
597.5 0 0 52 4056 0 1060.3 779.47
597.5 0 0 7 546 0 1053.3 952.67
597.5 0 0 0 0 0 1549.3 262.67
598.5 0 0 52 4056 0 1059.2 775.62
598.5 0 0 7 546 0 1053.3 952.67
598.5 0 0 0 0 0 1549.3 262.67
599.5 0 0 52 4056 0 1057.7 771.28
599.5 0 0 7 546 0 1053.3 952.67
599.5 0 0 0 0 0 1549.3 262.67
At time 600 created bundle with sequence number 12839 from 10.0.0.2 to 10.0.0.3
600.5 0 0 52 4056 0 1056.2 767.28
600.5 0 0 8 624 0 1053.3 952.67
600.5 0 0 0 0 0 1549.3 262.67
601.5 0 0 52 4056 0 1054.9 763.7
601.5 0 0 8 624 0 1053.3 952.67
601.5 0 0 0 0 0 1549.3 262.67
602.5 0 0 52 4056 0 1053.7 759.95
602.5 0 0 8 624 0 1053.3 952.67
602.5 0 0 0 0 0 1549.3 262.67
603.5 0 0 52 4056 0 1052.5 756.12
603.5 0 0 8 624 0 1053.3 952.67
603.5 0 0 0 0 0 1549.3 262.67
604.5 0 0 52 4056 0 1051.6 751.71
604.5 0 0 8 624 0 1053.3 952.67
604.5 0 0 0 0 0 1549.3 262.67
605.5 0 0 52 4056 0 1050.7 746.88
605.5 0 0 8 624 0 1053.3 952.67
605.5 0 0 0 0 0 1549.3 262.67
606.5 0 0 52 4056 0 1050.1 742.63
606.5 0 0 8 624 0 1053.3 952.67
606.5 0 0 0 0 0 1549.3 262.67
607.5 0 0 52 4056 0 1049.3 738.46
607.5 0 0 8 624 0 1053.3 952.67
607.5 0 0 0 0 0 1549.3 262.67
608.5 0 0 52 4056 0 1048.7 734.05
608.5 0 0 8 624 0 1053.3 952.67
608.5 0 0 0 0 0 1549.3 262.67
609.5 0 0 52 4056 0 1048.1 729.63
609.5 0 0 8 624 0 1053.3 952.67
609.5 0 0 0 0 0 1549.3 262.67
At time 610 created bundle with sequence number 13040 from 10.0.0.2 to 10.0.0.3
610.5 0 0 52 4056 0 1047.3 725.37
610.5 0 0 9 702 0 1053.3 952.67
610.5 0 0 0 0 0 1549.3 262.67
611.5 0 0 52 4056 0 1046.5 721.12
611.5 0 0 9 702 0 1053.3 952.67
611.5 0 0 0 0 0 1549.3 262.67
612.5 0 0 52 4056 0 1045.8 716.79
612.5 0 0 9 702 0 1053.3 952.67
612.5 0 0 0 0 0 1549.3 262.67
613.5 0 0 52 4056 0 1045.5 712.46
613.5 0 0 9 702 0 1053.3 952.67
613.5 0 0 0 0 0 1549.3 262.67
614.5 0 0 52 4056 0 1045.4 706.46
614.5 0 0 9 702 0 1053.3 952.67
614.5 0 0 0 0 0 1549.3 262.67
615.5 0 0 52 4056 0 1045.3 701.13
615.5 0 0 9 702 0 1053.3 952.67
615.5 0 0 0 0 0 1549.3 262.67
616.5 0 0 52 4056 0 1045.1 698.29
616.5 0 0 9 702 0 1053.3 952.67
616.5 0 0 0 0 0 1549.3 262.67
617.5 0 0 52 4056 0 1045.3 696.18
617.5 0 0 9 702 0 1053.3 952.67
617.5 0 0 0 0 0 1549.3 262.67
618.5 0 0 52 4056 0 1045.8 694.4
618.5 0 0 9 702 0 1053.3 952.67
618.5 0 0 0 0 0 1549.3 262.67
619.5 0 0 52 4056 0 1046.2 692.82
619.5 0 0 9 702 0 1053.3 952.67
619.5 0 0 0 0 0 1549.3 262.67
At time 620 created bundle with sequence number 13241 from 10.0.0.2 to 10.0.0.3
620.5 0 0 52 4056 0 1046.3 691.83
620.5 0 0 10 780 0 1053.3 952.67
620.5 0 0 0 0 0 1549.3 262.67
621.5 0 0 52 4056 0 1046.5 690.75
621.5 0 0 10 780 0 1053.3 952.67
621.5 0 0 0 0 0 1549.3 262.67
622.5 0 0 52 4056 0 1046.8 688.17
622.5 0 0 10 780 0 1053.3 952.67
622.5 0 0 0 0 0 1549.3 262.67
623.5 0 0 52 4056 0 1047.1 684.84
623.5 0 0 10 780 0 1053.3 952.67
623.5 0 0 0 0 0 1549.3 262.67
624.5 0 0 52 4056 0 1047.1 680.92
624.5 0 0 10 780 0 1053.3 952.67
624.5 0 0 0 0 0 1549.3 262.67
625.5 0 0 52 4056 0 1047.3 677.3
625.5 0 0 10 780 0 1053.3 952.67
625.5 0 0 0 0 0 1549.3 262.67
626.5 0 0 52 4056 0 1047.9 674.02
626.5 0 0 10 780 0 1053.3 952.67
626.5 0 0 0 0 0 1549.3 262.67
627.5 0 0 52 4056 0 1048.6 670.59
627.5 0 0 10 780 0 1053.3 952.67
627.5 0 0 0 0 0 1549.3 262.67
628.5 0 0 52 4056 0 1049.5 666.66
628.5 0 0 10 780 0 1053.3 952.67
628.5 0 0 0 0 0 1549.3 262.67
629.5 0 0 52 4056 0 1050.4 662.17
629.5 0 0 10 780 0 1053.3 952.67
629.5 0 0 0 0 0 1549.3 262.67
At time 630 created bundle with sequence number 13442 from 10.0.0.2 to 10.0.0.3
630.5 0 0 52 4056 0 1050.7 657.41
630.5 0 0 11 858 0 1053.3 952.67
630.5 0 0 0 0 0 1549.3 262.67
631.5 0 0 52 4056 0 1051 652.54
631.5 0 0 11 858 0 1053.3 952.67
631.5 0 0 0 0 0 1549.3 262.67
632.5 0 0 52 4056 0 1052 647.68
632.5 0 0 11 858 0 1053.3 952.67
632.5 0 0 0 0 0 1549.3 262.67
633.5 0 0 52 4056 0 1052.8 641.93
633.5 0 0 11 858 0 1053.3 952.67
633.5 0 0 0 0 0 1549.3 262.67
634.5 0 0 52 4056 0 1053.8 635.58
634.5 0 0 11 858 0 1053.3 952.67
634.5 0 0 0 0 0 1549.3 262.67
635.5 0 0 52 4056 0 1055 629.82
635.5 0 0 11 858 0 1053.3 952.67
635.5 0 0 0 0 0 1549.3 262.67
636.5 0 0 52 4056 0 1055.9 623.66
636.5 0 0 11 858 0 1053.3 952.67
636.5 0 0 0 0 0 1549.3 262.67
637.5 0 0 52 4056 0 1056.6 617.17
637.5 0 0 11 858 0 1053.3 952.67
637.5 0 0 0 0 0 1549.3 262.67
638.5 0 0 52 4056 0 1057.1 611.25
638.5 0 0 11 858 0 1053.3 952.67
638.5 0 0 0 0 0 1549.3 262.67
639.5 0 0 52 4056 0 1057.6 605.58
639.5 0 0 11 858 0 1053.3 952.67
639.5 0 0 0 0 0 1549.3 262.67
At time 640 created bundle with sequence number 13643 from 10.0.0.2 to 10.0.0.3
640.5 0 0 52 4056 0 1057.9 602.77
640.5 0 0 12 936 0 1053.3 952.67
640.5 0 0 0 0 0 1549.3 262.67
641.5 0 0 52 4056 0 1057.9 602.66
641.5 0 0 12 936 0 1053.3 952.67
641.5 0 0 0 0 0 1549.3 262.67
642.5 0 0 52 4056 0 1058 602.55
642.5 0 0 12 936 0 1053.3 952.67
642.5 0 0 0 0 0 1549.3 262.67
643.5 0 0 52 4056 0 1058 602.44
643.5 0 0 12 936 0 1053.3 952.67
643.5 0 0 0 0 0 1549.3 262.67
644.5 0 0 52 4056 0 1058 602.33
644.5 0 0 12 936 0 1053.3 952.67
644.5 0 0 0 0 0 1549.3 262.67
645.5 0 0 52 4056 0 1058 602.22
645.5 0 0 12 936 0 1053.3 952.67
645.5 0 0 0 0 0 1549.3 262.67
646.5 0 0 52 4056 0 1058.1 602.11
646.5 0 0 12 936 0 1053.3 952.67
646.5 0 0 0 0 0 1549.3 262.67
647.5 0 0 52 4056 0 1058.1 602
647.5 0 0 12 936 0 1053.3 952.67
647.5 0 0 0 0 0 1549.3 262.67
648.5 0 0 52 4056 0 1058.1 601.89
648.5 0 0 12 936 0 1053.3 952.67
648.5 0 0 0 0 0 1549.3 262.67
649.5 0 0 52 4056 0 1058.2 601.78
649.5 0 0 12 936 0 1053.3 952.67
649.5 0 0 0 0 0 1549.3 262.67
At time 650 created bundle with sequence number 13844 from 10.0.0.2 to 10.0.0.3
650.5 0 0 52 4056 0 1058.2 601.67
650.5 0 0 13 1014 0 1053.3 952.67
650.5 0 0 0 0 0 1549.3 262.67
651.5 0 0 52 4056 0 1058.2 601.56
651.5 0 0 13 1014 0 1053.3 952.67
651.5 0 0 0 0 0 1549.3 262.67
652.5 0 0 52 4056 0 1058.2 601.45
652.5 0 0 13 1014 0 1053.3 952.67
652.5 0 0 0 0 0 1549.3 262.67
653.5 0 0 52 4056 0 1058.3 601.34
653.5 0 0 13 1014 0 1053.3 952.67
653.5 0 0 0 0 0 1549.3 262.67
654.5 0 0 52 4056 0 1058.3 601.23
654.5 0 0 13 1014 0 1053.3 952.67
654.5 0 0 0 0 0 1549.3 262.67
655.5 0 0 52 4056 0 1058.3 601.12
655.5 0 0 13 1014 0 1053.3 952.67
655.5 0 0 0 0 0 1549.3 262.67
656.5 0 0 52 4056 0 1058.4 601.01
656.5 0 0 13 1014 0 1053.3 952.67
656.5 0 0 0 0 0 1549.3 262.67
657.5 0 0 52 4056 0 1058.4 600.9
657.5 0 0 13 1014 0 1053.3 952.67
657.5 0 0 0 0 0 1549.3 262.67
658.5 0 0 52 4056 0 1058.4 600.79
658.5 0 0 13 1014 0 1053.3 952.67
658.5 0 0 0 0 0 1549.3 262.67
659.5 0 0 52 4056 0 1058.5 600.72
659.5 0 0 13 1014 0 1053.3 952.67
659.5 0 0 0 0 0 1549.3 262.67
At time 660 created bundle with sequence number 14045 from 10.0.0.2 to 10.0.0.3
660.5 0 0 52 4056 0 1058.5 600.67
660.5 0 0 14 1092 0 1053.3 952.67
660.5 0 0 0 0 0 1549.3 262.67
661.5 0 0 52 4056 0 1058.5 600.62
661.5 0 0 14 1092 0 1053.3 952.67
661.5 0 0 0 0 0 1549.3 262.67
662.5 0 0 52 4056 0 1058.5 600.57
662.5 0 0 14 1092 0 1053.3 952.67
662.5 0 0 0 0 0 1549.3 262.67
663.5 0 0 52 4056 0 1058.6 600.51
663.5 0 0 14 1092 0 1053.3 952.67
663.5 0 0 0 0 0 1549.3 262.67
664.5 0 0 52 4056 0 1058.6 600.46
664.5 0 0 14 1092 0 1053.3 952.67
664.5 0 0 0 0 0 1549.3 262.67
665.5 0 0 52 4056 0 1058.6 600.41
665.5 0 0 14 1092 0 1053.3 952.67
665.5 0 0 0 0 0 1549.3 262.67
666.5 0 0 52 4056 0 1058.6 600.35
666.5 0 0 14 1092 0 1053.3 952.67
666.5 0 0 0 0 0 1549.3 262.67
667.5 0 0 52 4056 0 1058.6 600.3
667.5 0 0 14 1092 0 1053.3 952.67
667.5 0 0 0 0 0 1549.3 262.67
668.5 0 0 52 4056 0 1058.7 600.25
668.5 0 0 14 1092 0 1053.3 952.67
668.5 0 0 0 0 0 1549.3 262.67
669.5 0 0 52 4056 0 1058.7 600.2
669.5 0 0 14 1092 0 1053.3 952.67
669.5 0 0 0 0 0 1549.3 262.67
At time 670 created bundle with sequence number 14246 from 10.0.0.2 to 10.0.0.3
670.5 0 0 52 4056 0 1058.7 600.14
670.5 0 0 15 1170 0 1053.3 952.67
670.5 0 0 0 0 0 1549.3 262.67
671.5 0 0 52 4056 0 1058.7 600.09
671.5 0 0 15 1170 0 1053.3 952.67
671.5 0 0 0 0 0 1549.3 262.67
672.5 0 0 52 4056 0 1058.8 600.04
672.5 0 0 15 1170 0 1053.3 952.67
672.5 0 0 0 0 0 1549.3 262.67
673.5 0 0 52 4056 0 1058.8 599.98
673.5 0 0 15 1170 0 1053.3 952.67
673.5 0 0 0 0 0 1549.3 262.67
674.5 0 0 52 4056 0 1058.8 599.93
674.5 0 0 15 1170 0 1053.3 952.67
674.5 0 0 0 0 0 1549.3 262.67
675.5 0 0 52 4056 0 1058.8 599.88
675.5 0 0 15 1170 0 1053.3 952.67
675.5 0 0 0 0 0 1549.3 262.67
676.5 0 0 52 4056 0 1058.8 599.83
676.5 0 0 15 1170 0 1053.3 952.67
676.5 0 0 0 0 0 1549.3 262.67
677.5 0 0 52 4056 0 1058.9 599.77
677.5 0 0 15 1170 0 1053.3 952.67
677.5 0 0 0 0 0 1549.3 262.67
678.5 0 0 52 4056 0 1058.9 599.72
678.5 0 0 15 1170 0 1053.3 952.67
678.5 0 0 0 0 0 1549.3 262.67
679.5 0 0 52 4056 0 1058.9 599.67
679.5 0 0 15 1170 0 1053.3 952.67
679.5 0 0 0 0 0 1549.3 262.67
At time 680 created bundle with sequence number 14447 from 10.0.0.2 to 10.0.0.3
680.5 0 0 52 4056 0 1058.9 599.61
680.5 0 0 16 1248 0 1053.3 952.67
680.5 0 0 0 0 0 1549.3 262.67
681.5 0 0 52 4056 0 1059.7 597.23
681.5 0 0 16 1248 0 1053.3 952.67
681.5 0 0 0 0 0 1549.3 262.67
682.5 0 0 52 4056 0 1061.3 592.65
682.5 0 0 16 1248 0 1053.3 952.67
682.5 0 0 0 0 0 1549.3 262.67
683.5 0 0 52 4056 0 1063.5 586.71
683.5 0 0 16 1248 0 1053.3 952.67
683.5 0 0 0 0 0 1549.3 262.67
684.5 0 0 52 4056 0 1065.6 580.82
684.5 0 0 16 1248 0 1053.3 952.67
684.5 0 0 0 0 0 1549.3 262.67
685.5 0 0 52 4056 0 1066.9 576.59
685.5 0 0 16 1248 0 1053.3 952.67
685.5 0 0 0 0 0 1549.3 262.67
686.5 0 0 52 4056 0 1067.8 572.54
686.5 0 0 16 1248 0 1053.3 952.67
686.5 0 0 0 0 0 1549.3 262.67
687.5 0 0 52 4056 0 1068.3 569.51
687.5 0 0 16 1248 0 1053.3 952.67
687.5 0 0 0 0 0 1549.3 262.67
688.5 0 0 52 4056 0 1068.6 567.43
688.5 0 0 16 1248 0 1053.3 952.67
688.5 0 0 0 0 0 1549.3 262.67
689.5 0 0 52 4056 0 1069.2 564.14
689.5 0 0 16 1248 0 1053.3 952.67
689.5 0 0 0 0 0 1549.3 262.67
At time 690 created bundle with sequence number 14648 from 10.0.0.2 to 10.0.0.3
690.5 0 0 52 4056 0 1070.1 559.95
690.5 0 0 17 1326 0 1053.3 952.67
690.5 0 0 0 0 0 1549.3 262.67
691.5 0 0 52 4056 0 1071.1 556.4
691.5 0 0 17 1326 0 1053.3 952.67
691.5 0 0 0 0 0 1549.3 262.67
692.5 0 0 52 4056 0 1071.7 553.7
692.5 0 0 17 1326 0 1053.3 952.67
692.5 0 0 0 0 0 1549.3 262.67
693.5 0 0 52 4056 0 1071.7 551.77
693.5 0 0 17 1326 0 1053.3 952.67
693.5 0 0 0 0 0 1549.3 262.67
694.5 0 0 52 4056 0 1071.5 550.15
694.5 0 0 17 1326 0 1053.3 952.67
694.5 0 0 0 0 0 1549.3 262.67
695.5 0 0 52 4056 0 1071.7 548.62
695.5 0 0 17 1326 0 1053.3 952.67
695.5 0 0 0 0 0 1549.3 262.67
696.5 0 0 52 4056 0 1072.2 547.16
696.5 0 0 17 1326 0 1053.3 952.67
696.5 0 0 0 0 0 1549.3 262.67
697.5 0 0 52 4056 0 1072.9 545.73
697.5 0 0 17 1326 0 1053.3 952.67
697.5 0 0 0 0 0 1549.3 262.67
698.5 0 0 52 4056 0 1074.1 544.6
698.5 0 0 17 1326 0 1053.3 952.67
698.5 0 0 0 0 0 1549.3 262.67
699.5 0 0 52 4056 0 1075.9 543.75
699.5 0 0 17 1326 0 1053.3 952.67
699.5 0 0 0 0 0 1549.3 262.67
At time 700 created bundle with sequence number 14849 from 10.0.0.2 to 10.0.0.3
700.5 0 0 52 4056 0 1078.8 542.57
700.5 0 0 18 1404 0 1053.3 952.67
700.5 0 0 0 0 0 1549.3 262.67
701.5 0 0 52 4056 0 1082.5 541.65
701.5 0 0 18 1404 0 1053.3 952.67
701.5 0 0 0 0 0 1549.3 262.67
702.5 0 0 52 4056 0 1086.5 541.09
702.5 0 0 18 1404 0 1053.3 952.67
702.5 0 0 0 0 0 1549.3 262.67
703.5 0 0 52 4056 0 1090.6 540.24
703.5 0 0 18 1404 0 1053.3 952.67
703.5 0 0 0 0 0 1549.3 262.67
704.5 0 0 52 4056 0 1095.3 539.45
704.5 0 0 18 1404 0 1053.3 952.67
704.5 0 0 0 0 0 1549.3 262.67
705.5 0 0 52 4056 0 1101.1 537.11
705.5 0 0 18 1404 0 1053.3 952.67
705.5 0 0 0 0 0 1549.3 262.67
706.5 0 0 52 4056 0 1106.6 534.36
706.5 0 0 18 1404 0 1053.3 952.67
706.5 0 0 0 0 0 1549.3 262.67
707.5 0 0 52 4056 0 1110.7 533.39
707.5 0 0 18 1404 0 1053.3 952.67
707.5 0 0 0 0 0 1549.3 262.67
708.5 0 0 52 4056 0 1113.8 532.67
708.5 0 0 18 1404 0 1053.3 952.67
708.5 0 0 0 0 0 1549.3 262.67
709.5 0 0 52 4056 0 1116.1 531.77
709.5 0 0 18 1404 0 1053.3 952.67
709.5 0 0 0 0 0 1549.3 262.67
At time 710 created bundle with sequence number 15050 from 10.0.0.2 to 10.0.0.3
710.5 0 0 52 4056 0 1118.5 531.03
710.5 0 0 19 1482 0 1053.3 952.67
710.5 0 0 0 0 0 1549.3 262.67
711.5 0 0 52 4056 0 1120.8 530.71
711.5 0 0 19 1482 0 1053.3 952.67
711.5 0 0 0 0 0 1549.3 262.67
712.5 0 0 52 4056 0 1122.3 530.72
712.5 0 0 19 1482 0 1053.3 952.67
712.5 0 0 0 0 0 1549.3 262.67
713.5 0 0 52 4056 0 1123.1 530.89
713.5 0 0 19 1482 0 1053.3 952.67
713.5 0 0 0 0 0 1549.3 262.67
714.5 0 0 52 4056 0 1123.4 531.02
714.5 0 0 19 1482 0 1053.3 952.67
714.5 0 0 0 0 0 1549.3 262.67
715.5 0 0 52 4056 0 1123 530.83
715.5 0 0 19 1482 0 1053.3 952.67
715.5 0 0 0 0 0 1549.3 262.67
716.5 0 0 52 4056 0 1122.8 530.58
716.5 0 0 19 1482 0 1053.3 952.67
716.5 0 0 0 0 0 1549.3 262.67
717.5 0 0 52 4056 0 1122.6 530.17
717.5 0 0 19 1482 0 1053.3 952.67
717.5 0 0 0 0 0 1549.3 262.67
718.5 0 0 52 4056 0 1122.6 530
718.5 0 0 19 1482 0 1053.3 952.67
718.5 0 0 0 0 0 1549.3 262.67
719.5 0 0 52 4056 0 1122.4 529.66
719.5 0 0 19 1482 0 1053.3 952.67
719.5 0 0 0 0 0 1549.3 262.67
At time 720 created bundle with sequence number 15251 from 10.0.0.2 to 10.0.0.3
720.5 0 0 52 4056 0 1122.1 529.05
720.5 0 0 20 1560 0 1053.3 952.67
720.5 0 0 0 0 0 1549.3 262.67
721.5 0 0 52 4056 0 1121.8 528.46
721.5 0 0 20 1560 0 1053.3 952.67
721.5 0 0 0 0 0 1549.3 262.67
722.5 0 0 52 4056 0 1121.6 527.97
722.5 0 0 20 1560 0 1053.3 952.67
722.5 0 0 0 0 0 1549.3 262.67
723.5 0 0 52 4056 0 1121.5 527.63
723.5 0 0 20 1560 0 1053.3 952.67
723.5 0 0 0 0 0 1549.3 262.67
724.5 0 0 52 4056 0 1121.4 527.46
724.5 0 0 20 1560 0 1053.3 952.67
724.5 0 0 0 0 0 1549.3 262.67
725.5 0 0 52 4056 0 1121.3 527.12
725.5 0 0 20 1560 0 1053.3 952.67
725.5 0 0 0 0 0 1549.3 262.67
726.5 0 0 52 4056 0 1120.3 525.99
726.5 0 0 20 1560 0 1053.3 952.67
726.5 0 0 0 0 0 1549.3 262.67
727.5 0 0 52 4056 0 1119.3 524.72
727.5 0 0 20 1560 0 1053.3 952.67
727.5 0 0 0 0 0 1549.3 262.67
728.5 0 0 52 4056 0 1119.7 524.29
728.5 0 0 20 1560 0 1053.3 952.67
728.5 0 0 0 0 0 1549.3 262.67
729.5 0 0 52 4056 0 1120.1 524.08
729.5 0 0 20 1560 0 1053.3 952.67
729.5 0 0 0 0 0 1549.3 262.67
At time 730 created bundle with sequence number 15452 from 10.0.0.2 to 10.0.0.3
730.5 0 0 52 4056 0 1119.9 523.5
730.5 0 0 21 1638 0 1053.3 952.67
730.5 0 0 0 0 0 1549.3 262.67
731.5 0 0 52 4056 0 1120.3 523.5
731.5 0 0 21 1638 0 1053.3 952.67
731.5 0 0 0 0 0 1549.3 262.67
732.5 0 0 52 4056 0 1120.8 524.08
732.5 0 0 21 1638 0 1053.3 952.67
732.5 0 0 0 0 0 1549.3 262.67
733.5 0 0 52 4056 0 1120.6 524.17
733.5 0 0 21 1638 0 1053.3 952.67
733.5 0 0 0 0 0 1549.3 262.67
734.5 0 0 52 4056 0 1119.3 523.58
734.5 0 0 21 1638 0 1053.3 952.67
734.5 0 0 0 0 0 1549.3 262.67
735.5 0 0 52 4056 0 1117.8 522.67
735.5 0 0 21 1638 0 1053.3 952.67
735.5 0 0 0 0 0 1549.3 262.67
736.5 0 0 52 4056 0 1116.4 521.5
736.5 0 0 21 1638 0 1053.3 952.67
736.5 0 0 0 0 0 1549.3 262.67
737.5 0 0 52 4056 0 1114.7 520.5
737.5 0 0 21 1638 0 1053.3 952.67
737.5 0 0 0 0 0 1549.3 262.67
738.5 0 0 52 4056 0 1113.9 520.58
738.5 0 0 21 1638 0 1053.3 952.67
738.5 0 0 0 0 0 1549.3 262.67
739.5 0 0 52 4056 0 1114.7 521.5
739.5 0 0 21 1638 0 1053.3 952.67
739.5 0 0 0 0 0 1549.3 262.67
At time 740 created bundle with sequence number 15653 from 10.0.0.2 to 10.0.0.3
740.5 0 0 52 4056 0 1115.1 521.99
740.5 0 0 22 1716 0 1053.3 952.67
740.5 0 0 0 0 0 1549.3 262.67
741.5 0 0 52 4056 0 1115.1 521.96
741.5 0 0 22 1716 0 1053.3 952.67
741.5 0 0 0 0 0 1549.3 262.67
742.5 0 0 52 4056 0 1115.1 521.94
742.5 0 0 22 1716 0 1053.3 952.67
742.5 0 0 0 0 0 1549.3 262.67
743.5 0 0 52 4056 0 1115 521.93
743.5 0 0 22 1716 0 1053.3 952.67
743.5 0 0 0 0 0 1549.3 262.67
744.5 0 0 52 4056 0 1115 521.91
744.5 0 0 22 1716 0 1053.3 952.67
744.5 0 0 0 0 0 1549.3 262.67
745.5 0 0 52 4056 0 1115 521.9
745.5 0 0 22 1716 0 1053.3 952.67
745.5 0 0 0 0 0 1549.3 262.67
746.5 0 0 52 4056 0 1115 521.89
746.5 0 0 22 1716 0 1053.3 952.67
746.5 0 0 0 0 0 1549.3 262.67
747.5 0 0 52 4056 0 1114.9 521.87
747.5 0 0 22 1716 0 1053.3 952.67
747.5 0 0 0 0 0 1549.3 262.67
748.5 0 0 52 4056 0 1114.9 521.86
748.5 0 0 22 1716 0 1053.3 952.67
748.5 0 0 0 0 0 1549.3 262.67
749.5 0 0 52 4056 0 1114.9 521.84
749.5 0 0 22 1716 0 1053.3 952.67
749.5 0 0 0 0 0 1549.3 262.67
At time 750 created bundle with sequence number 15854 from 10.0.0.2 to 10.0.0.3
750.5 0 0 52 4056 0 1114.9 521.83
750.5 0 0 23 1794 0 1053.3 952.67
750.5 0 0 0 0 0 1549.3 262.67
751.5 0 0 52 4056 0 1114.8 521.82
751.5 0 0 23 1794 0 1053.3 952.67
751.5 0 0 0 0 0 1549.3 262.67
752.5 0 0 52 4056 0 1114.8 521.8
752.5 0 0 23 1794 0 1053.3 952.67
752.5 0 0 0 0 0 1549.3 262.67
753.5 0 0 52 4056 0 1114.8 521.79
753.5 0 0 23 1794 0 1053.3 952.67
753.5 0 0 0 0 0 1549.3 262.67
754.5 0 0 52 4056 0 1114.8 521.77
754.5 0 0 23 1794 0 1053.3 952.67
754.5 0 0 0 0 0 1549.3 262.67
755.5 0 0 52 4056 0 1114.8 521.76
755.5 0 0 23 1794 0 1053.3 952.67
755.5 0 0 0 0 0 1549.3 262.67
756.5 0 0 52 4056 0 1114.7 521.74
756.5 0 0 23 1794 0 1053.3 952.67
756.5 0 0 0 0 0 1549.3 262.67
757.5 0 0 52 4056 0 1114.7 521.73
757.5 0 0 23 1794 0 1053.3 952.67
757.5 0 0 0 0 0 1549.3 262.67
758.5 0 0 52 4056 0 1114.7 521.72
758.5 0 0 23 1794 0 1053.3 952.67
758.5 0 0 0 0 0 1549.3 262.67
759.5 0 0 52 4056 0 1114.7 521.7
759.5 0 0 23 1794 0 1053.3 952.67
759.5 0 0 0 0 0 1549.3 262.67
At time 760 created bundle with sequence number 16055 from 10.0.0.2 to 10.0.0.3
760.5 0 0 51 3978 0 1114.6 521.69
760.5 0 0 24 1872 0 1053.3 952.67
760.5 0 0 0 0 0 1549.3 262.67
761.5 0 0 51 3978 0 1114.6 521.67
761.5 0 0 24 1872 0 1053.3 952.67
761.5 0 0 0 0 0 1549.3 262.67
762.5 0 0 51 3978 0 1114.6 521.66
762.5 0 0 24 1872 0 1053.3 952.67
762.5 0 0 0 0 0 1549.3 262.67
763.5 0 0 51 3978 0 1114.6 521.64
763.5 0 0 24 1872 0 1053.3 952.67
763.5 0 0 0 0 0 1549.3 262.67
764.5 0 0 51 3978 0 1114.5 521.63
764.5 0 0 24 1872 0 1053.3 952.67
764.5 0 0 0 0 0 1549.3 262.67
765.5 0 0 51 3978 0 1114.5 521.62
765.5 0 0 24 1872 0 1053.3 952.67
765.5 0 0 0 0 0 1549.3 262.67
766.5 0 0 51 3978 0 1114.5 521.6
766.5 0 0 24 1872 0 1053.3 952.67
766.5 0 0 0 0 0 1549.3 262.67
767.5 0 0 51 3978 0 1114.5 521.59
767.5 0 0 24 1872 0 1053.3 952.67
767.5 0 0 0 0 0 1549.3 262.67
768.5 0 0 51 3978 0 1114.4 521.57
768.5 0 0 24 1872 0 1053.3 952.67
768.5 0 0 0 0 0 1549.3 262.67
769.5 0 0 51 3978 0 1114.4 521.56
769.5 0 0 24 1872 0 1053.3 952.67
769.5 0 0 0 0 0 1549.3 262.67
At time 770 created bundle with sequence number 16256 from 10.0.0.2 to 10.0.0.3
770.5 0 0 50 3900 0 1114.4 521.54
770.5 0 0 25 1950 0 1053.3 952.67
770.5 0 0 0 0 0 1549.3 262.67
771.5 0 0 50 3900 0 1114.4 521.53
771.5 0 0 25 1950 0 1053.3 952.67
771.5 0 0 0 0 0 1549.3 262.67
772.5 0 0 50 3900 0 1114.3 521.52
772.5 0 0 25 1950 0 1053.3 952.67
772.5 0 0 0 0 0 1549.3 262.67
773.5 0 0 50 3900 0 1114.3 521.5
773.5 0 0 25 1950 0 1053.3 952.67
773.5 0 0 0 0 0 1549.3 262.67
774.5 0 0 50 3900 0 1114.3 521.49
774.5 0 0 25 1950 0 1053.3 952.67
774.5 0 0 0 0 0 1549.3 262.67
775.5 0 0 50 3900 0 1114.3 521.47
775.5 0 0 25 1950 0 1053.3 952.67
775.5 0 0 0 0 0 1549.3 262.67
776.5 0 0 50 3900 0 1114.2 521.46
776.5 0 0 25 1950 0 1053.3 952.67
776.5 0 0 0 0 0 1549.3 262.67
777.5 0 0 50 3900 0 1114.2 521.45
777.5 0 0 25 1950 0 1053.3 952.67
777.5 0 0 0 0 0 1549.3 262.67
778.5 0 0 50 3900 0 1114.2 521.43
778.5 0 0 25 1950 0 1053.3 952.67
778.5 0 0 0 0 0 1549.3 262.67
779.5 0 0 50 3900 0 1114.2 521.42
779.5 0 0 25 1950 0 1053.3 952.67
779.5 0 0 0 0 0 1549.3 262.67
