Creating 4 nodes.
MOBILE: 
0: [10.0.0.8, 50, 300, 101, 102, 101, 102, 101, 102, 101, 102, 0]
1: [10.0.0.2, -, 0, -, -, -, -, -, -, -, -, 1]
2: [10.0.0.3, -, -, -, -, -, -, -, -, -, -, 0]


node 0 getnode 0x159ee40 dst-> 0x167a270 10.0.0.1 source-> 0x167a440
SENSOR: 
seconds interval2
node 1 getnode 0x159f3b0 dst-> 0x167baf0 10.0.0.2 source-> 0x167bf10
SENSOR: 
seconds interval1
node 2 getnode 0x159f140 dst-> 0x167d120 10.0.0.3 source-> 0x167d7d0
BASE: 
node 3 getnode 0x159f230 dst-> 0x167ee30 10.0.0.4 source-> 0x167f250
Starting simulation for 800 s, seed value 12345671
253.5 0 0 0 0 0 953.69 1054.7
253.5 0 0 25 2525 0 1053.3 952.67
253.5 0 0 50 4800 0 1100 726
253.5 0 0 0 0 0 1549.3 262.67
254.5 0 0 0 0 0 953.69 1054.7
254.5 0 0 25 2525 0 1053.3 952.67
254.5 0 0 50 4800 0 1100 726
254.5 0 0 0 0 0 1549.3 262.67
At time 255 created bundle with sequence number 5173 from 10.0.0.3 to 10.0.0.4
255.5 0 0 0 0 0 953.69 1054.7
255.5 0 0 25 2525 0 1053.3 952.67
255.5 0 0 51 4896 0 1100 726
255.5 0 0 0 0 0 1549.3 262.67
256.5 0 0 0 0 0 953.69 1054.7
256.5 0 0 25 2525 0 1053.3 952.67
256.5 0 0 51 4896 0 1100 726
256.5 0 0 0 0 0 1549.3 262.67
257.5 0 0 0 0 0 953.69 1054.7
257.5 0 0 25 2525 0 1053.3 952.67
257.5 0 0 51 4896 0 1100 726
257.5 0 0 0 0 0 1549.3 262.67
258.5 0 0 0 0 0 953.69 1054.7
258.5 0 0 25 2525 0 1053.3 952.67
258.5 0 0 51 4896 0 1100 726
258.5 0 0 0 0 0 1549.3 262.67
259.5 0 0 0 0 0 953.7 1054.7
259.5 0 0 25 2525 0 1053.3 952.67
259.5 0 0 51 4896 0 1100 726
259.5 0 0 0 0 0 1549.3 262.67
At time 260 created bundle with sequence number 5274 from 10.0.0.2 to 10.0.0.4
At time 260 created bundle with sequence number 5275 from 10.0.0.3 to 10.0.0.4
260.5 0 0 0 0 0 953.7 1054.7
260.5 0 0 26 2626 0 1053.3 952.67
260.5 0 0 52 4992 0 1100 726
260.5 0 0 0 0 0 1549.3 262.67
261.5 0 0 0 0 0 953.7 1054.6
261.5 0 0 26 2626 0 1053.3 952.67
261.5 0 0 52 4992 0 1100 726
261.5 0 0 0 0 0 1549.3 262.67
262.5 0 0 0 0 0 953.7 1054.6
262.5 0 0 26 2626 0 1053.3 952.67
262.5 0 0 52 4992 0 1100 726
262.5 0 0 0 0 0 1549.3 262.67
263.5 0 0 0 0 0 953.7 1054.6
263.5 0 0 26 2626 0 1053.3 952.67
263.5 0 0 52 4992 0 1100 726
263.5 0 0 0 0 0 1549.3 262.67
264.5 0 0 0 0 0 953.7 1054.6
264.5 0 0 26 2626 0 1053.3 952.67
264.5 0 0 52 4992 0 1100 726
264.5 0 0 0 0 0 1549.3 262.67
At time 265 created bundle with sequence number 5376 from 10.0.0.3 to 10.0.0.4
265.5 0 0 0 0 0 953.7 1054.6
265.5 0 0 26 2626 0 1053.3 952.67
265.5 0 0 53 5088 0 1100 726
265.5 0 0 0 0 0 1549.3 262.67
266.5 0 0 0 0 0 953.71 1054.6
266.5 0 0 26 2626 0 1053.3 952.67
266.5 0 0 53 5088 0 1100 726
266.5 0 0 0 0 0 1549.3 262.67
267.5 0 0 0 0 0 953.71 1054.6
267.5 0 0 26 2626 0 1053.3 952.67
267.5 0 0 53 5088 0 1100 726
267.5 0 0 0 0 0 1549.3 262.67
268.5 0 0 0 0 0 953.71 1054.6
268.5 0 0 26 2626 0 1053.3 952.67
268.5 0 0 53 5088 0 1100 726
268.5 0 0 0 0 0 1549.3 262.67
269.5 0 0 0 0 0 953.71 1054.6
269.5 0 0 26 2626 0 1053.3 952.67
269.5 0 0 53 5088 0 1100 726
269.5 0 0 0 0 0 1549.3 262.67
At time 270 created bundle with sequence number 5477 from 10.0.0.2 to 10.0.0.4
At time 270 created bundle with sequence number 5478 from 10.0.0.3 to 10.0.0.4
270.5 0 0 0 0 0 953.71 1054.6
270.5 0 0 27 2727 0 1053.3 952.67
270.5 0 0 54 5184 0 1100 726
270.5 0 0 0 0 0 1549.3 262.67
271.5 0 0 0 0 0 953.71 1054.6
271.5 0 0 27 2727 0 1053.3 952.67
271.5 0 0 54 5184 0 1100 726
271.5 0 0 0 0 0 1549.3 262.67
272.5 0 0 0 0 0 953.71 1054.6
272.5 0 0 27 2727 0 1053.3 952.67
272.5 0 0 54 5184 0 1100 726
272.5 0 0 0 0 0 1549.3 262.67
273.5 0 0 0 0 0 953.71 1054.5
273.5 0 0 27 2727 0 1053.3 952.67
273.5 0 0 54 5184 0 1100 726
273.5 0 0 0 0 0 1549.3 262.67
274.5 0 0 0 0 0 953.72 1054.5
274.5 0 0 27 2727 0 1053.3 952.67
274.5 0 0 54 5184 0 1100 726
274.5 0 0 0 0 0 1549.3 262.67
At time 275 created bundle with sequence number 5579 from 10.0.0.3 to 10.0.0.4
275.5 0 0 0 0 0 953.72 1054.5
275.5 0 0 27 2727 0 1053.3 952.67
275.5 0 0 55 5280 0 1100 726
275.5 0 0 0 0 0 1549.3 262.67
276.5 0 0 0 0 0 953.72 1054.5
276.5 0 0 27 2727 0 1053.3 952.67
276.5 0 0 55 5280 0 1100 726
276.5 0 0 0 0 0 1549.3 262.67
277.5 0 0 0 0 0 953.72 1054.5
277.5 0 0 27 2727 0 1053.3 952.67
277.5 0 0 55 5280 0 1100 726
277.5 0 0 0 0 0 1549.3 262.67
278.5 0 0 0 0 0 953.72 1054.5
278.5 0 0 27 2727 0 1053.3 952.67
278.5 0 0 55 5280 0 1100 726
278.5 0 0 0 0 0 1549.3 262.67
279.5 0 0 0 0 0 953.72 1054.5
279.5 0 0 27 2727 0 1053.3 952.67
279.5 0 0 55 5280 0 1100 726
279.5 0 0 0 0 0 1549.3 262.67
At time 280 created bundle with sequence number 5680 from 10.0.0.2 to 10.0.0.4
At time 280 created bundle with sequence number 5681 from 10.0.0.3 to 10.0.0.4
280.5 0 0 0 0 0 953.73 1054.5
280.5 0 0 28 2828 0 1053.3 952.67
280.5 0 0 56 5376 0 1100 726
280.5 0 0 0 0 0 1549.3 262.67
281.5 0 0 0 0 0 953.76 1054.1
281.5 0 0 28 2828 0 1053.3 952.67
281.5 0 0 56 5376 0 1100 726
281.5 0 0 0 0 0 1549.3 262.67
282.5 0 0 0 0 0 953.85 1053.2
282.5 0 0 28 2828 0 1053.3 952.67
282.5 0 0 56 5376 0 1100 726
282.5 0 0 0 0 0 1549.3 262.67
283.5 0 0 0 0 0 954.15 1052.5
283.5 0 0 28 2828 0 1053.3 952.67
283.5 0 0 56 5376 0 1100 726
283.5 0 0 0 0 0 1549.3 262.67
284.5 0 0 0 0 0 954.69 1052.1
284.5 0 0 28 2828 0 1053.3 952.67
284.5 0 0 56 5376 0 1100 726
284.5 0 0 0 0 0 1549.3 262.67
At time 285 created bundle with sequence number 5782 from 10.0.0.3 to 10.0.0.4
285.5 0 0 0 0 0 955.23 1051.6
285.5 0 0 28 2828 0 1053.3 952.67
285.5 0 0 57 5472 0 1100 726
285.5 0 0 0 0 0 1549.3 262.67
286.5 0 0 0 0 0 955.64 1051
286.5 0 0 28 2828 0 1053.3 952.67
286.5 0 0 57 5472 0 1100 726
286.5 0 0 0 0 0 1549.3 262.67
287.5 0 0 0 0 0 955.99 1050.3
287.5 0 0 28 2828 0 1053.3 952.67
287.5 0 0 57 5472 0 1100 726
287.5 0 0 0 0 0 1549.3 262.67
288.5 0 0 0 0 0 956.54 1049.7
288.5 0 0 28 2828 0 1053.3 952.67
288.5 0 0 57 5472 0 1100 726
288.5 0 0 0 0 0 1549.3 262.67
289.5 0 0 0 0 0 957.58 1049.2
289.5 0 0 28 2828 0 1053.3 952.67
289.5 0 0 57 5472 0 1100 726
289.5 0 0 0 0 0 1549.3 262.67
At time 290 created bundle with sequence number 5883 from 10.0.0.2 to 10.0.0.4
At time 290 created bundle with sequence number 5884 from 10.0.0.3 to 10.0.0.4
290.5 0 0 0 0 0 958.81 1048.8
290.5 0 0 29 2929 0 1053.3 952.67
290.5 0 0 58 5568 0 1100 726
290.5 0 0 0 0 0 1549.3 262.67
291.5 0 0 0 0 0 959.92 1048.9
291.5 0 0 29 2929 0 1053.3 952.67
291.5 0 0 58 5568 0 1100 726
291.5 0 0 0 0 0 1549.3 262.67
292.5 0 0 0 0 0 960.96 1049.4
292.5 0 0 29 2929 0 1053.3 952.67
292.5 0 0 58 5568 0 1100 726
292.5 0 0 0 0 0 1549.3 262.67
293.5 0 0 0 0 0 962.13 1050.1
293.5 0 0 29 2929 0 1053.3 952.67
293.5 0 0 58 5568 0 1100 726
293.5 0 0 0 0 0 1549.3 262.67
294.5 0 0 0 0 0 963.46 1050.5
294.5 0 0 29 2929 0 1053.3 952.67
294.5 0 0 58 5568 0 1100 726
294.5 0 0 0 0 0 1549.3 262.67
At time 295 created bundle with sequence number 5985 from 10.0.0.3 to 10.0.0.4
295.5 0 0 0 0 0 964.79 1050.6
295.5 0 0 29 2929 0 1053.3 952.67
295.5 0 0 59 5664 0 1100 726
295.5 0 0 0 0 0 1549.3 262.67
296.5 0 0 0 0 0 966.3 1051
296.5 0 0 29 2929 0 1053.3 952.67
296.5 0 0 59 5664 0 1100 726
296.5 0 0 0 0 0 1549.3 262.67
297.5 0 0 0 0 0 967.74 1051.7
297.5 0 0 29 2929 0 1053.3 952.67
297.5 0 0 59 5664 0 1100 726
297.5 0 0 0 0 0 1549.3 262.67
298.5 0 0 0 0 0 968.77 1052.5
298.5 0 0 29 2929 0 1053.3 952.67
298.5 0 0 59 5664 0 1100 726
298.5 0 0 0 0 0 1549.3 262.67
299.5 0 0 0 0 0 969.85 1053.1
299.5 0 0 29 2929 0 1053.3 952.67
299.5 0 0 59 5664 0 1100 726
299.5 0 0 0 0 0 1549.3 262.67
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
1
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
2
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
3
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
4
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
5
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
6
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
7
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
8
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
9
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
10
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
11
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
12
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
13
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
14
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
15
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
16
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
17
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
18
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
19
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
20
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
21
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
22
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
23
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
24
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
25
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
26
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
27
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
28
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
29
At time 300 created bundle with sequence number 6293 from 10.0.0.2 to 10.0.0.4
At time 300 created bundle with sequence number 6294 from 10.0.0.3 to 10.0.0.4
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
30
300.5 0 0 30 3030 0 971.25 1053.4
300.5 0 0 0 0 1 1053.3 952.67
300.5 0 0 60 5760 0 1100 726
300.5 0 0 0 0 0 1549.3 262.67
301.5 0 0 30 3030 0 973 1053.6
301.5 0 0 0 0 1 1053.3 952.67
301.5 0 0 60 5760 0 1100 726
301.5 0 0 0 0 0 1549.3 262.67
302.5 0 0 30 3030 0 975.09 1054.1
302.5 0 0 0 0 1 1053.3 952.67
302.5 0 0 60 5760 0 1100 726
302.5 0 0 0 0 0 1549.3 262.67
303.5 0 0 30 3030 0 977.01 1054.6
303.5 0 0 0 0 1 1053.3 952.67
303.5 0 0 60 5760 0 1100 726
303.5 0 0 0 0 0 1549.3 262.67
304.5 0 0 30 3030 0 979.01 1055
304.5 0 0 0 0 1 1053.3 952.67
304.5 0 0 60 5760 0 1100 726
304.5 0 0 0 0 0 1549.3 262.67
At time 305 created bundle with sequence number 6402 from 10.0.0.3 to 10.0.0.4
305.5 0 0 30 3030 0 981.09 1055.3
305.5 0 0 0 0 1 1053.3 952.67
305.5 0 0 61 5856 0 1100 726
305.5 0 0 0 0 0 1549.3 262.67
306.5 0 0 30 3030 0 983.01 1055.7
306.5 0 0 0 0 1 1053.3 952.67
306.5 0 0 61 5856 0 1100 726
306.5 0 0 0 0 0 1549.3 262.67
307.5 0 0 30 3030 0 984.67 1056.1
307.5 0 0 0 0 1 1053.3 952.67
307.5 0 0 61 5856 0 1100 726
307.5 0 0 0 0 0 1549.3 262.67
308.5 0 0 30 3030 0 986.51 1056.7
308.5 0 0 0 0 1 1053.3 952.67
308.5 0 0 61 5856 0 1100 726
308.5 0 0 0 0 0 1549.3 262.67
309.5 0 0 30 3030 0 987.68 1057.1
309.5 0 0 0 0 1 1053.3 952.67
309.5 0 0 61 5856 0 1100 726
309.5 0 0 0 0 0 1549.3 262.67
At time 310 created bundle with sequence number 6503 from 10.0.0.2 to 10.0.0.4
At time 310 created bundle with sequence number 6504 from 10.0.0.3 to 10.0.0.4
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
31
310.5 0 0 31 3131 0 988.43 1057.4
310.5 0 0 0 0 1 1053.3 952.67
310.5 0 0 62 5952 0 1100 726
310.5 0 0 0 0 0 1549.3 262.67
311.5 0 0 31 3131 0 989.43 1057.6
311.5 0 0 0 0 1 1053.3 952.67
311.5 0 0 62 5952 0 1100 726
311.5 0 0 0 0 0 1549.3 262.67
312.5 0 0 31 3131 0 989.93 1057.6
312.5 0 0 0 0 1 1053.3 952.67
312.5 0 0 62 5952 0 1100 726
312.5 0 0 0 0 0 1549.3 262.67
313.5 0 0 31 3131 0 990.33 1057.5
313.5 0 0 0 0 1 1053.3 952.67
313.5 0 0 62 5952 0 1100 726
313.5 0 0 0 0 0 1549.3 262.67
314.5 0 0 31 3131 0 990.84 1057.5
314.5 0 0 0 0 1 1053.3 952.67
314.5 0 0 62 5952 0 1100 726
314.5 0 0 0 0 0 1549.3 262.67
At time 315 created bundle with sequence number 6612 from 10.0.0.3 to 10.0.0.4
315.5 0 0 31 3131 0 991.93 1057.6
315.5 0 0 0 0 1 1053.3 952.67
315.5 0 0 63 6048 0 1100 726
315.5 0 0 0 0 0 1549.3 262.67
316.5 0 0 31 3131 0 993.27 1057.7
316.5 0 0 0 0 1 1053.3 952.67
316.5 0 0 63 6048 0 1100 726
316.5 0 0 0 0 0 1549.3 262.67
317.5 0 0 31 3131 0 994.61 1057.7
317.5 0 0 0 0 1 1053.3 952.67
317.5 0 0 63 6048 0 1100 726
317.5 0 0 0 0 0 1549.3 262.67
318.5 0 0 31 3131 0 996.11 1057.6
318.5 0 0 0 0 1 1053.3 952.67
318.5 0 0 63 6048 0 1100 726
318.5 0 0 0 0 0 1549.3 262.67
319.5 0 0 31 3131 0 998.03 1057.5
319.5 0 0 0 0 1 1053.3 952.67
319.5 0 0 63 6048 0 1100 726
319.5 0 0 0 0 0 1549.3 262.67
At time 320 created bundle with sequence number 6713 from 10.0.0.2 to 10.0.0.4
At time 320 created bundle with sequence number 6714 from 10.0.0.3 to 10.0.0.4
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
32
320.5 0 0 32 3232 0 999.86 1057.4
320.5 0 0 0 0 1 1053.3 952.67
320.5 0 0 64 6144 0 1100 726
320.5 0 0 0 0 0 1549.3 262.67
321.5 0 0 32 3232 0 1001.7 1057.4
321.5 0 0 0 0 1 1053.3 952.67
321.5 0 0 64 6144 0 1100 726
321.5 0 0 0 0 0 1549.3 262.67
322.5 0 0 32 3232 0 1004 1057.5
322.5 0 0 0 0 1 1053.3 952.67
322.5 0 0 64 6144 0 1100 726
322.5 0 0 0 0 0 1549.3 262.67
323.5 0 0 32 3232 0 1007 1057.2
323.5 0 0 0 0 1 1053.3 952.67
323.5 0 0 64 6144 0 1100 726
323.5 0 0 0 0 0 1549.3 262.67
324.5 0 0 32 3232 0 1010.7 1056.7
324.5 0 0 0 0 1 1053.3 952.67
324.5 0 0 64 6144 0 1100 726
324.5 0 0 0 0 0 1549.3 262.67
At time 325 created bundle with sequence number 6822 from 10.0.0.3 to 10.0.0.4
325.5 0 0 32 3232 0 1015.3 1056.1
325.5 0 0 0 0 1 1053.3 952.67
325.5 0 0 65 6240 0 1100 726
325.5 0 0 0 0 0 1549.3 262.67
326.5 0 0 32 3232 0 1020.6 1055.5
326.5 0 0 0 0 1 1053.3 952.67
326.5 0 0 65 6240 0 1100 726
326.5 0 0 0 0 0 1549.3 262.67
327.5 0 0 32 3232 0 1027 1055
327.5 0 0 0 0 1 1053.3 952.67
327.5 0 0 65 6240 0 1100 726
327.5 0 0 0 0 0 1549.3 262.67
328.5 0 0 32 3232 0 1033.6 1054.5
328.5 0 0 0 0 1 1053.3 952.67
328.5 0 0 65 6240 0 1100 726
328.5 0 0 0 0 0 1549.3 262.67
329.5 0 0 32 3232 0 1040.1 1054.2
329.5 0 0 0 0 1 1053.3 952.67
329.5 0 0 65 6240 0 1100 726
329.5 0 0 0 0 0 1549.3 262.67
At time 330 created bundle with sequence number 6923 from 10.0.0.2 to 10.0.0.4
At time 330 created bundle with sequence number 6924 from 10.0.0.3 to 10.0.0.4
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
33
330.5 0 0 33 3333 0 1046.5 1054.1
330.5 0 0 0 0 1 1053.3 952.67
330.5 0 0 66 6336 0 1100 726
330.5 0 0 0 0 0 1549.3 262.67
331.5 0 0 33 3333 0 1052.9 1054.2
331.5 0 0 0 0 1 1053.3 952.67
331.5 0 0 66 6336 0 1100 726
331.5 0 0 0 0 0 1549.3 262.67
332.5 0 0 33 3333 0 1059.1 1054.4
332.5 0 0 0 0 1 1053.3 952.67
332.5 0 0 66 6336 0 1100 726
332.5 0 0 0 0 0 1549.3 262.67
333.5 0 0 33 3333 0 1064.9 1054.7
333.5 0 0 0 0 1 1053.3 952.67
333.5 0 0 66 6336 0 1100 726
333.5 0 0 0 0 0 1549.3 262.67
334.5 0 0 33 3333 0 1070.1 1054.9
334.5 0 0 0 0 1 1053.3 952.67
334.5 0 0 66 6336 0 1100 726
334.5 0 0 0 0 0 1549.3 262.67
At time 335 created bundle with sequence number 7032 from 10.0.0.3 to 10.0.0.4
335.5 0 0 33 3333 0 1074.9 1054.8
335.5 0 0 0 0 1 1053.3 952.67
335.5 0 0 67 6432 0 1100 726
335.5 0 0 0 0 0 1549.3 262.67
336.5 0 0 33 3333 0 1079.3 1054.1
336.5 0 0 0 0 1 1053.3 952.67
336.5 0 0 67 6432 0 1100 726
336.5 0 0 0 0 0 1549.3 262.67
337.5 0 0 33 3333 0 1083 1052.8
337.5 0 0 0 0 1 1053.3 952.67
337.5 0 0 67 6432 0 1100 726
337.5 0 0 0 0 0 1549.3 262.67
338.5 0 0 33 3333 0 1086.3 1050.4
338.5 0 0 0 0 1 1053.3 952.67
338.5 0 0 67 6432 0 1100 726
338.5 0 0 0 0 0 1549.3 262.67
339.5 0 0 33 3333 0 1090 1045.2
339.5 0 0 0 0 1 1053.3 952.67
339.5 0 0 67 6432 0 1100 726
339.5 0 0 0 0 0 1549.3 262.67
At time 340 created bundle with sequence number 7133 from 10.0.0.2 to 10.0.0.4
At time 340 created bundle with sequence number 7134 from 10.0.0.3 to 10.0.0.4
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
34
340.5 0 0 34 3434 0 1092 1041.8
340.5 0 0 0 0 1 1053.3 952.67
340.5 0 0 68 6528 0 1100 726
340.5 0 0 0 0 0 1549.3 262.67
341.5 0 0 34 3434 0 1092 1041.7
341.5 0 0 0 0 1 1053.3 952.67
341.5 0 0 68 6528 0 1100 726
341.5 0 0 0 0 0 1549.3 262.67
342.5 0 0 34 3434 0 1092.1 1041.6
342.5 0 0 0 0 1 1053.3 952.67
342.5 0 0 68 6528 0 1100 726
342.5 0 0 0 0 0 1549.3 262.67
343.5 0 0 34 3434 0 1092.1 1041.5
343.5 0 0 0 0 1 1053.3 952.67
343.5 0 0 68 6528 0 1100 726
343.5 0 0 0 0 0 1549.3 262.67
344.5 0 0 34 3434 0 1092.2 1041.5
344.5 0 0 0 0 1 1053.3 952.67
344.5 0 0 68 6528 0 1100 726
344.5 0 0 0 0 0 1549.3 262.67
At time 345 created bundle with sequence number 7242 from 10.0.0.3 to 10.0.0.4
345.5 0 0 34 3434 0 1092.2 1041.4
345.5 0 0 0 0 1 1053.3 952.67
345.5 0 0 69 6624 0 1100 726
345.5 0 0 0 0 0 1549.3 262.67
346.5 0 0 34 3434 0 1092.2 1041.3
346.5 0 0 0 0 1 1053.3 952.67
346.5 0 0 69 6624 0 1100 726
346.5 0 0 0 0 0 1549.3 262.67
347.5 0 0 34 3434 0 1092.3 1041.2
347.5 0 0 0 0 1 1053.3 952.67
347.5 0 0 69 6624 0 1100 726
347.5 0 0 0 0 0 1549.3 262.67
348.5 0 0 34 3434 0 1092.3 1041.1
348.5 0 0 0 0 1 1053.3 952.67
348.5 0 0 69 6624 0 1100 726
348.5 0 0 0 0 0 1549.3 262.67
349.5 0 0 34 3434 0 1092.3 1041
349.5 0 0 0 0 1 1053.3 952.67
349.5 0 0 69 6624 0 1100 726
349.5 0 0 0 0 0 1549.3 262.67
At time 350 created bundle with sequence number 7343 from 10.0.0.2 to 10.0.0.4
At time 350 created bundle with sequence number 7344 from 10.0.0.3 to 10.0.0.4
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
35
350.5 0 0 35 3535 0 1092.4 1041
350.5 0 0 0 0 1 1053.3 952.67
350.5 0 0 70 6720 0 1100 726
350.5 0 0 0 0 0 1549.3 262.67
351.5 0 0 35 3535 0 1092.4 1040.9
351.5 0 0 0 0 1 1053.3 952.67
351.5 0 0 70 6720 0 1100 726
351.5 0 0 0 0 0 1549.3 262.67
352.5 0 0 35 3535 0 1092.4 1040.9
352.5 0 0 0 0 1 1053.3 952.67
352.5 0 0 70 6720 0 1100 726
352.5 0 0 0 0 0 1549.3 262.67
353.5 0 0 35 3535 0 1092.4 1040.9
353.5 0 0 0 0 1 1053.3 952.67
353.5 0 0 70 6720 0 1100 726
353.5 0 0 0 0 0 1549.3 262.67
354.5 0 0 35 3535 0 1092.4 1040.8
354.5 0 0 0 0 1 1053.3 952.67
354.5 0 0 70 6720 0 1100 726
354.5 0 0 0 0 0 1549.3 262.67
At time 355 created bundle with sequence number 7452 from 10.0.0.3 to 10.0.0.4
355.5 0 0 35 3535 0 1092.4 1040.8
355.5 0 0 0 0 1 1053.3 952.67
355.5 0 0 71 6816 0 1100 726
355.5 0 0 0 0 0 1549.3 262.67
356.5 0 0 35 3535 0 1092.5 1040.7
356.5 0 0 0 0 1 1053.3 952.67
356.5 0 0 71 6816 0 1100 726
356.5 0 0 0 0 0 1549.3 262.67
357.5 0 0 35 3535 0 1092.5 1040.7
357.5 0 0 0 0 1 1053.3 952.67
357.5 0 0 71 6816 0 1100 726
357.5 0 0 0 0 0 1549.3 262.67
358.5 0 0 35 3535 0 1092.5 1040.6
358.5 0 0 0 0 1 1053.3 952.67
358.5 0 0 71 6816 0 1100 726
358.5 0 0 0 0 0 1549.3 262.67
359.5 0 0 35 3535 0 1092.5 1040.6
359.5 0 0 0 0 1 1053.3 952.67
359.5 0 0 71 6816 0 1100 726
359.5 0 0 0 0 0 1549.3 262.67
At time 360 created bundle with sequence number 7553 from 10.0.0.2 to 10.0.0.4
At time 360 created bundle with sequence number 7554 from 10.0.0.3 to 10.0.0.4
IN CHECK MATCH
MATCH; Flow index: 1 ACTION: 1
NIRETURN: 1
Successfully enqueued packet
DIRECT TO BASE
36
360.5 0 0 36 3636 0 1092.5 1040.6
360.5 0 0 0 0 1 1053.3 952.67
360.5 0 0 72 6912 0 1100 726
360.5 0 0 0 0 0 1549.3 262.67
361.5 0 0 36 3636 0 1092.5 1040.5
361.5 0 0 0 0 1 1053.3 952.67
361.5 0 0 72 6912 0 1100 726
361.5 0 0 0 0 0 1549.3 262.67
362.5 0 0 36 3636 0 1092.6 1040.5
362.5 0 0 0 0 1 1053.3 952.67
362.5 0 0 72 6912 0 1100 726
362.5 0 0 0 0 0 1549.3 262.67
363.5 0 0 36 3636 0 1092.6 1040.4
363.5 0 0 0 0 1 1053.3 952.67
363.5 0 0 72 6912 0 1100 726
