Creating 4 nodes.
MOBILE: 
0: [10.0.0.8, 50, 300, 101, 102, 101, 102, 101, 102, 101, 102, 0]
1: [10.0.0.2, -, 0, -, -, -, -, -, -, -, -, 1]
2: [10.0.0.3, -, -, -, -, -, -, -, -, -, -, 0]


node 0 getnode 0x159ee40 dst-> 0x167a270 10.0.0.1 source-> 0x167a440
SENSOR: 
seconds interval2
node 1 getnode 0x159f3b0 dst-> 0x167baf0 10.0.0.2 source-> 0x167bf10
SENSOR: 
seconds interval1
node 2 getnode 0x159f140 dst-> 0x167d120 10.0.0.3 source-> 0x167d7d0
BASE: 
node 3 getnode 0x159f230 dst-> 0x167ee30 10.0.0.4 source-> 0x167f250
Starting simulation for 800 s, seed value 12345671
118.5 0 0 23 2208 0 1100 726
118.5 0 0 0 0 0 1549.3 262.67
119.5 0 0 0 0 0 907.33 1033.9
119.5 0 0 11 1111 0 1053.3 952.67
119.5 0 0 23 2208 0 1100 726
119.5 0 0 0 0 0 1549.3 262.67
At time 120 created bundle with sequence number 2432 from 10.0.0.2 to 10.0.0.4
At time 120 created bundle with sequence number 2433 from 10.0.0.3 to 10.0.0.4
120.5 0 0 0 0 0 907.89 1034.6
120.5 0 0 12 1212 0 1053.3 952.67
120.5 0 0 24 2304 0 1100 726
120.5 0 0 0 0 0 1549.3 262.67
121.5 0 0 0 0 0 909.26 1035.3
121.5 0 0 12 1212 0 1053.3 952.67
121.5 0 0 24 2304 0 1100 726
121.5 0 0 0 0 0 1549.3 262.67
122.5 0 0 0 0 0 911.5 1036.2
122.5 0 0 12 1212 0 1053.3 952.67
122.5 0 0 24 2304 0 1100 726
122.5 0 0 0 0 0 1549.3 262.67
123.5 0 0 0 0 0 914.08 1036.7
123.5 0 0 12 1212 0 1053.3 952.67
123.5 0 0 24 2304 0 1100 726
123.5 0 0 0 0 0 1549.3 262.67
124.5 0 0 0 0 0 916.83 1037.1
124.5 0 0 12 1212 0 1053.3 952.67
124.5 0 0 24 2304 0 1100 726
124.5 0 0 0 0 0 1549.3 262.67
At time 125 created bundle with sequence number 2534 from 10.0.0.3 to 10.0.0.4
125.5 0 0 0 0 0 920.76 1038.6
125.5 0 0 12 1212 0 1053.3 952.67
125.5 0 0 25 2400 0 1100 726
125.5 0 0 0 0 0 1549.3 262.67
126.5 0 0 0 0 0 926.35 1041.1
126.5 0 0 12 1212 0 1053.3 952.67
126.5 0 0 25 2400 0 1100 726
126.5 0 0 0 0 0 1549.3 262.67
127.5 0 0 0 0 0 931.01 1042.9
127.5 0 0 12 1212 0 1053.3 952.67
127.5 0 0 25 2400 0 1100 726
127.5 0 0 0 0 0 1549.3 262.67
128.5 0 0 0 0 0 933.44 1043.9
128.5 0 0 12 1212 0 1053.3 952.67
128.5 0 0 25 2400 0 1100 726
128.5 0 0 0 0 0 1549.3 262.67
129.5 0 0 0 0 0 934.78 1044.7
129.5 0 0 12 1212 0 1053.3 952.67
129.5 0 0 25 2400 0 1100 726
129.5 0 0 0 0 0 1549.3 262.67
At time 130 created bundle with sequence number 2635 from 10.0.0.2 to 10.0.0.4
At time 130 created bundle with sequence number 2636 from 10.0.0.3 to 10.0.0.4
130.5 0 0 0 0 0 935.33 1045
130.5 0 0 13 1313 0 1053.3 952.67
130.5 0 0 26 2496 0 1100 726
130.5 0 0 0 0 0 1549.3 262.67
131.5 0 0 0 0 0 935.58 1045.2
131.5 0 0 13 1313 0 1053.3 952.67
131.5 0 0 26 2496 0 1100 726
131.5 0 0 0 0 0 1549.3 262.67
132.5 0 0 0 0 0 935.73 1045.4
132.5 0 0 13 1313 0 1053.3 952.67
132.5 0 0 26 2496 0 1100 726
132.5 0 0 0 0 0 1549.3 262.67
133.5 0 0 0 0 0 936.07 1045.5
133.5 0 0 13 1313 0 1053.3 952.67
133.5 0 0 26 2496 0 1100 726
133.5 0 0 0 0 0 1549.3 262.67
134.5 0 0 0 0 0 936.51 1045.5
134.5 0 0 13 1313 0 1053.3 952.67
134.5 0 0 26 2496 0 1100 726
134.5 0 0 0 0 0 1549.3 262.67
At time 135 created bundle with sequence number 2737 from 10.0.0.3 to 10.0.0.4
135.5 0 0 0 0 0 936.94 1045.5
135.5 0 0 13 1313 0 1053.3 952.67
135.5 0 0 27 2592 0 1100 726
135.5 0 0 0 0 0 1549.3 262.67
136.5 0 0 0 0 0 937.12 1045.6
136.5 0 0 13 1313 0 1053.3 952.67
136.5 0 0 27 2592 0 1100 726
136.5 0 0 0 0 0 1549.3 262.67
137.5 0 0 0 0 0 937.17 1045.7
137.5 0 0 13 1313 0 1053.3 952.67
137.5 0 0 27 2592 0 1100 726
137.5 0 0 0 0 0 1549.3 262.67
138.5 0 0 0 0 0 937 1046.3
138.5 0 0 13 1313 0 1053.3 952.67
138.5 0 0 27 2592 0 1100 726
138.5 0 0 0 0 0 1549.3 262.67
139.5 0 0 0 0 0 936.58 1047.4
139.5 0 0 13 1313 0 1053.3 952.67
139.5 0 0 27 2592 0 1100 726
139.5 0 0 0 0 0 1549.3 262.67
At time 140 created bundle with sequence number 2838 from 10.0.0.2 to 10.0.0.4
At time 140 created bundle with sequence number 2839 from 10.0.0.3 to 10.0.0.4
140.5 0 0 0 0 0 936.33 1047.8
140.5 0 0 14 1414 0 1053.3 952.67
140.5 0 0 28 2688 0 1100 726
140.5 0 0 0 0 0 1549.3 262.67
141.5 0 0 0 0 0 936.33 1047.9
141.5 0 0 14 1414 0 1053.3 952.67
141.5 0 0 28 2688 0 1100 726
141.5 0 0 0 0 0 1549.3 262.67
142.5 0 0 0 0 0 936.33 1047.9
142.5 0 0 14 1414 0 1053.3 952.67
142.5 0 0 28 2688 0 1100 726
142.5 0 0 0 0 0 1549.3 262.67
143.5 0 0 0 0 0 936.32 1047.9
143.5 0 0 14 1414 0 1053.3 952.67
143.5 0 0 28 2688 0 1100 726
143.5 0 0 0 0 0 1549.3 262.67
144.5 0 0 0 0 0 936.32 1047.9
144.5 0 0 14 1414 0 1053.3 952.67
144.5 0 0 28 2688 0 1100 726
144.5 0 0 0 0 0 1549.3 262.67
At time 145 created bundle with sequence number 2940 from 10.0.0.3 to 10.0.0.4
145.5 0 0 0 0 0 936.32 1047.9
145.5 0 0 14 1414 0 1053.3 952.67
145.5 0 0 29 2784 0 1100 726
145.5 0 0 0 0 0 1549.3 262.67
146.5 0 0 0 0 0 936.32 1047.9
146.5 0 0 14 1414 0 1053.3 952.67
146.5 0 0 29 2784 0 1100 726
146.5 0 0 0 0 0 1549.3 262.67
147.5 0 0 0 0 0 936.32 1047.9
147.5 0 0 14 1414 0 1053.3 952.67
147.5 0 0 29 2784 0 1100 726
147.5 0 0 0 0 0 1549.3 262.67
148.5 0 0 0 0 0 936.31 1047.9
148.5 0 0 14 1414 0 1053.3 952.67
148.5 0 0 29 2784 0 1100 726
148.5 0 0 0 0 0 1549.3 262.67
149.5 0 0 0 0 0 936.31 1047.9
149.5 0 0 14 1414 0 1053.3 952.67
149.5 0 0 29 2784 0 1100 726
149.5 0 0 0 0 0 1549.3 262.67
At time 150 created bundle with sequence number 3041 from 10.0.0.2 to 10.0.0.4
At time 150 created bundle with sequence number 3042 from 10.0.0.3 to 10.0.0.4
150.5 0 0 0 0 0 936.31 1047.9
150.5 0 0 15 1515 0 1053.3 952.67
150.5 0 0 30 2880 0 1100 726
150.5 0 0 0 0 0 1549.3 262.67
151.5 0 0 0 0 0 936.31 1047.9
151.5 0 0 15 1515 0 1053.3 952.67
151.5 0 0 30 2880 0 1100 726
151.5 0 0 0 0 0 1549.3 262.67
152.5 0 0 0 0 0 936.3 1047.9
152.5 0 0 15 1515 0 1053.3 952.67
152.5 0 0 30 2880 0 1100 726
152.5 0 0 0 0 0 1549.3 262.67
153.5 0 0 0 0 0 936.3 1048
153.5 0 0 15 1515 0 1053.3 952.67
153.5 0 0 30 2880 0 1100 726
153.5 0 0 0 0 0 1549.3 262.67
154.5 0 0 0 0 0 936.3 1048
154.5 0 0 15 1515 0 1053.3 952.67
154.5 0 0 30 2880 0 1100 726
154.5 0 0 0 0 0 1549.3 262.67
At time 155 created bundle with sequence number 3143 from 10.0.0.3 to 10.0.0.4
155.5 0 0 0 0 0 936.3 1048
155.5 0 0 15 1515 0 1053.3 952.67
155.5 0 0 31 2976 0 1100 726
155.5 0 0 0 0 0 1549.3 262.67
156.5 0 0 0 0 0 936.3 1048
156.5 0 0 15 1515 0 1053.3 952.67
156.5 0 0 31 2976 0 1100 726
156.5 0 0 0 0 0 1549.3 262.67
157.5 0 0 0 0 0 936.29 1048
157.5 0 0 15 1515 0 1053.3 952.67
157.5 0 0 31 2976 0 1100 726
157.5 0 0 0 0 0 1549.3 262.67
158.5 0 0 0 0 0 936.29 1048
158.5 0 0 15 1515 0 1053.3 952.67
158.5 0 0 31 2976 0 1100 726
158.5 0 0 0 0 0 1549.3 262.67
159.5 0 0 0 0 0 936.29 1048
159.5 0 0 15 1515 0 1053.3 952.67
159.5 0 0 31 2976 0 1100 726
159.5 0 0 0 0 0 1549.3 262.67
At time 160 created bundle with sequence number 3244 from 10.0.0.2 to 10.0.0.4
At time 160 created bundle with sequence number 3245 from 10.0.0.3 to 10.0.0.4
160.5 0 0 0 0 0 936.29 1048
160.5 0 0 16 1616 0 1053.3 952.67
160.5 0 0 32 3072 0 1100 726
160.5 0 0 0 0 0 1549.3 262.67
161.5 0 0 0 0 0 936.29 1048
161.5 0 0 16 1616 0 1053.3 952.67
161.5 0 0 32 3072 0 1100 726
161.5 0 0 0 0 0 1549.3 262.67
162.5 0 0 0 0 0 936.28 1048
162.5 0 0 16 1616 0 1053.3 952.67
162.5 0 0 32 3072 0 1100 726
162.5 0 0 0 0 0 1549.3 262.67
163.5 0 0 0 0 0 936.28 1048
163.5 0 0 16 1616 0 1053.3 952.67
163.5 0 0 32 3072 0 1100 726
163.5 0 0 0 0 0 1549.3 262.67
164.5 0 0 0 0 0 936.28 1048
164.5 0 0 16 1616 0 1053.3 952.67
164.5 0 0 32 3072 0 1100 726
164.5 0 0 0 0 0 1549.3 262.67
At time 165 created bundle with sequence number 3346 from 10.0.0.3 to 10.0.0.4
165.5 0 0 0 0 0 936.28 1048.1
165.5 0 0 16 1616 0 1053.3 952.67
165.5 0 0 33 3168 0 1100 726
165.5 0 0 0 0 0 1549.3 262.67
166.5 0 0 0 0 0 936.28 1048.1
166.5 0 0 16 1616 0 1053.3 952.67
166.5 0 0 33 3168 0 1100 726
166.5 0 0 0 0 0 1549.3 262.67
167.5 0 0 0 0 0 936.27 1048.1
167.5 0 0 16 1616 0 1053.3 952.67
167.5 0 0 33 3168 0 1100 726
167.5 0 0 0 0 0 1549.3 262.67
168.5 0 0 0 0 0 936.27 1048.1
168.5 0 0 16 1616 0 1053.3 952.67
168.5 0 0 33 3168 0 1100 726
168.5 0 0 0 0 0 1549.3 262.67
169.5 0 0 0 0 0 936.27 1048.1
169.5 0 0 16 1616 0 1053.3 952.67
169.5 0 0 33 3168 0 1100 726
169.5 0 0 0 0 0 1549.3 262.67
At time 170 created bundle with sequence number 3447 from 10.0.0.2 to 10.0.0.4
At time 170 created bundle with sequence number 3448 from 10.0.0.3 to 10.0.0.4
170.5 0 0 0 0 0 936.27 1048.1
170.5 0 0 17 1717 0 1053.3 952.67
170.5 0 0 34 3264 0 1100 726
170.5 0 0 0 0 0 1549.3 262.67
171.5 0 0 0 0 0 936.27 1048.1
171.5 0 0 17 1717 0 1053.3 952.67
171.5 0 0 34 3264 0 1100 726
171.5 0 0 0 0 0 1549.3 262.67
172.5 0 0 0 0 0 936.26 1048.1
172.5 0 0 17 1717 0 1053.3 952.67
172.5 0 0 34 3264 0 1100 726
172.5 0 0 0 0 0 1549.3 262.67
173.5 0 0 0 0 0 936.26 1048.1
173.5 0 0 17 1717 0 1053.3 952.67
173.5 0 0 34 3264 0 1100 726
173.5 0 0 0 0 0 1549.3 262.67
174.5 0 0 0 0 0 936.26 1048.1
174.5 0 0 17 1717 0 1053.3 952.67
174.5 0 0 34 3264 0 1100 726
174.5 0 0 0 0 0 1549.3 262.67
At time 175 created bundle with sequence number 3549 from 10.0.0.3 to 10.0.0.4
175.5 0 0 0 0 0 936.26 1048.1
175.5 0 0 17 1717 0 1053.3 952.67
175.5 0 0 35 3360 0 1100 726
175.5 0 0 0 0 0 1549.3 262.67
176.5 0 0 0 0 0 936.26 1048.1
176.5 0 0 17 1717 0 1053.3 952.67
176.5 0 0 35 3360 0 1100 726
176.5 0 0 0 0 0 1549.3 262.67
177.5 0 0 0 0 0 936.25 1048.2
177.5 0 0 17 1717 0 1053.3 952.67
177.5 0 0 35 3360 0 1100 726
177.5 0 0 0 0 0 1549.3 262.67
178.5 0 0 0 0 0 936.25 1048.2
178.5 0 0 17 1717 0 1053.3 952.67
178.5 0 0 35 3360 0 1100 726
178.5 0 0 0 0 0 1549.3 262.67
179.5 0 0 0 0 0 936.25 1048.2
179.5 0 0 17 1717 0 1053.3 952.67
179.5 0 0 35 3360 0 1100 726
179.5 0 0 0 0 0 1549.3 262.67
At time 180 created bundle with sequence number 3650 from 10.0.0.2 to 10.0.0.4
At time 180 created bundle with sequence number 3651 from 10.0.0.3 to 10.0.0.4
180.5 0 0 0 0 0 936.25 1048.2
180.5 0 0 18 1818 0 1053.3 952.67
180.5 0 0 36 3456 0 1100 726
180.5 0 0 0 0 0 1549.3 262.67
181.5 0 0 0 0 0 936.18 1048.3
181.5 0 0 18 1818 0 1053.3 952.67
181.5 0 0 36 3456 0 1100 726
181.5 0 0 0 0 0 1549.3 262.67
182.5 0 0 0 0 0 936.13 1048.7
182.5 0 0 18 1818 0 1053.3 952.67
182.5 0 0 36 3456 0 1100 726
182.5 0 0 0 0 0 1549.3 262.67
183.5 0 0 0 0 0 936.44 1049.1
183.5 0 0 18 1818 0 1053.3 952.67
183.5 0 0 36 3456 0 1100 726
183.5 0 0 0 0 0 1549.3 262.67
184.5 0 0 0 0 0 936.81 1049.3
184.5 0 0 18 1818 0 1053.3 952.67
184.5 0 0 36 3456 0 1100 726
184.5 0 0 0 0 0 1549.3 262.67
At time 185 created bundle with sequence number 3752 from 10.0.0.3 to 10.0.0.4
185.5 0 0 0 0 0 937.07 1049.4
185.5 0 0 18 1818 0 1053.3 952.67
185.5 0 0 37 3552 0 1100 726
185.5 0 0 0 0 0 1549.3 262.67
186.5 0 0 0 0 0 937.41 1049.6
186.5 0 0 18 1818 0 1053.3 952.67
186.5 0 0 37 3552 0 1100 726
186.5 0 0 0 0 0 1549.3 262.67
187.5 0 0 0 0 0 937.72 1049.6
187.5 0 0 18 1818 0 1053.3 952.67
187.5 0 0 37 3552 0 1100 726
187.5 0 0 0 0 0 1549.3 262.67
188.5 0 0 0 0 0 937.92 1049.6
188.5 0 0 18 1818 0 1053.3 952.67
188.5 0 0 37 3552 0 1100 726
188.5 0 0 0 0 0 1549.3 262.67
189.5 0 0 0 0 0 937.83 1049.8
189.5 0 0 18 1818 0 1053.3 952.67
189.5 0 0 37 3552 0 1100 726
189.5 0 0 0 0 0 1549.3 262.67
At time 190 created bundle with sequence number 3853 from 10.0.0.2 to 10.0.0.4
At time 190 created bundle with sequence number 3854 from 10.0.0.3 to 10.0.0.4
190.5 0 0 0 0 0 937.5 1050
190.5 0 0 19 1919 0 1053.3 952.67
190.5 0 0 38 3648 0 1100 726
190.5 0 0 0 0 0 1549.3 262.67
191.5 0 0 0 0 0 937.5 1050.2
191.5 0 0 19 1919 0 1053.3 952.67
191.5 0 0 38 3648 0 1100 726
191.5 0 0 0 0 0 1549.3 262.67
192.5 0 0 0 0 0 938 1050.2
192.5 0 0 19 1919 0 1053.3 952.67
192.5 0 0 38 3648 0 1100 726
192.5 0 0 0 0 0 1549.3 262.67
193.5 0 0 0 0 0 938.42 1050.3
193.5 0 0 19 1919 0 1053.3 952.67
193.5 0 0 38 3648 0 1100 726
193.5 0 0 0 0 0 1549.3 262.67
194.5 0 0 0 0 0 939.25 1050.2
194.5 0 0 19 1919 0 1053.3 952.67
194.5 0 0 38 3648 0 1100 726
194.5 0 0 0 0 0 1549.3 262.67
At time 195 created bundle with sequence number 3955 from 10.0.0.3 to 10.0.0.4
195.5 0 0 0 0 0 940.92 1048.6
195.5 0 0 19 1919 0 1053.3 952.67
195.5 0 0 39 3744 0 1100 726
195.5 0 0 0 0 0 1549.3 262.67
196.5 0 0 0 0 0 942.67 1047.1
196.5 0 0 19 1919 0 1053.3 952.67
196.5 0 0 39 3744 0 1100 726
196.5 0 0 0 0 0 1549.3 262.67
197.5 0 0 0 0 0 944.25 1046.7
197.5 0 0 19 1919 0 1053.3 952.67
197.5 0 0 39 3744 0 1100 726
197.5 0 0 0 0 0 1549.3 262.67
198.5 0 0 0 0 0 945.75 1046.5
198.5 0 0 19 1919 0 1053.3 952.67
198.5 0 0 39 3744 0 1100 726
198.5 0 0 0 0 0 1549.3 262.67
199.5 0 0 0 0 0 947.08 1046.7
199.5 0 0 19 1919 0 1053.3 952.67
199.5 0 0 39 3744 0 1100 726
199.5 0 0 0 0 0 1549.3 262.67
At time 200 created bundle with sequence number 4056 from 10.0.0.2 to 10.0.0.4
At time 200 created bundle with sequence number 4057 from 10.0.0.3 to 10.0.0.4
200.5 0 0 0 0 0 949 1047.4
200.5 0 0 20 2020 0 1053.3 952.67
200.5 0 0 40 3840 0 1100 726
200.5 0 0 0 0 0 1549.3 262.67
201.5 0 0 0 0 0 951 1048.5
201.5 0 0 20 2020 0 1053.3 952.67
201.5 0 0 40 3840 0 1100 726
201.5 0 0 0 0 0 1549.3 262.67
202.5 0 0 0 0 0 952.42 1049.4
202.5 0 0 20 2020 0 1053.3 952.67
202.5 0 0 40 3840 0 1100 726
202.5 0 0 0 0 0 1549.3 262.67
203.5 0 0 0 0 0 953.75 1050.4
203.5 0 0 20 2020 0 1053.3 952.67
203.5 0 0 40 3840 0 1100 726
203.5 0 0 0 0 0 1549.3 262.67
204.5 0 0 0 0 0 954.83 1051.4
204.5 0 0 20 2020 0 1053.3 952.67
204.5 0 0 40 3840 0 1100 726
204.5 0 0 0 0 0 1549.3 262.67
At time 205 created bundle with sequence number 4158 from 10.0.0.3 to 10.0.0.4
205.5 0 0 0 0 0 955.5 1052.1
205.5 0 0 20 2020 0 1053.3 952.67
205.5 0 0 41 3936 0 1100 726
205.5 0 0 0 0 0 1549.3 262.67
206.5 0 0 0 0 0 955.79 1052.2
206.5 0 0 20 2020 0 1053.3 952.67
206.5 0 0 41 3936 0 1100 726
206.5 0 0 0 0 0 1549.3 262.67
207.5 0 0 0 0 0 955.92 1052.2
207.5 0 0 20 2020 0 1053.3 952.67
207.5 0 0 41 3936 0 1100 726
207.5 0 0 0 0 0 1549.3 262.67
208.5 0 0 0 0 0 955.97 1052.1
208.5 0 0 20 2020 0 1053.3 952.67
208.5 0 0 41 3936 0 1100 726
208.5 0 0 0 0 0 1549.3 262.67
209.5 0 0 0 0 0 956.09 1051.9
209.5 0 0 20 2020 0 1053.3 952.67
209.5 0 0 41 3936 0 1100 726
209.5 0 0 0 0 0 1549.3 262.67
At time 210 created bundle with sequence number 4259 from 10.0.0.2 to 10.0.0.4
At time 210 created bundle with sequence number 4260 from 10.0.0.3 to 10.0.0.4
210.5 0 0 0 0 0 956.17 1051.9
210.5 0 0 21 2121 0 1053.3 952.67
210.5 0 0 42 4032 0 1100 726
210.5 0 0 0 0 0 1549.3 262.67
211.5 0 0 0 0 0 956.43 1052
211.5 0 0 21 2121 0 1053.3 952.67
211.5 0 0 42 4032 0 1100 726
211.5 0 0 0 0 0 1549.3 262.67
212.5 0 0 0 0 0 956.83 1052.4
212.5 0 0 21 2121 0 1053.3 952.67
212.5 0 0 42 4032 0 1100 726
212.5 0 0 0 0 0 1549.3 262.67
213.5 0 0 0 0 0 957.08 1053
213.5 0 0 21 2121 0 1053.3 952.67
213.5 0 0 42 4032 0 1100 726
213.5 0 0 0 0 0 1549.3 262.67
214.5 0 0 0 0 0 957.33 1053.8
214.5 0 0 21 2121 0 1053.3 952.67
214.5 0 0 42 4032 0 1100 726
214.5 0 0 0 0 0 1549.3 262.67
At time 215 created bundle with sequence number 4361 from 10.0.0.3 to 10.0.0.4
215.5 0 0 0 0 0 957.58 1054.6
215.5 0 0 21 2121 0 1053.3 952.67
215.5 0 0 43 4128 0 1100 726
215.5 0 0 0 0 0 1549.3 262.67
216.5 0 0 0 0 0 957.67 1055.4
216.5 0 0 21 2121 0 1053.3 952.67
216.5 0 0 43 4128 0 1100 726
216.5 0 0 0 0 0 1549.3 262.67
217.5 0 0 0 0 0 957.67 1056.2
217.5 0 0 21 2121 0 1053.3 952.67
217.5 0 0 43 4128 0 1100 726
217.5 0 0 0 0 0 1549.3 262.67
218.5 0 0 0 0 0 957.58 1055.7
218.5 0 0 21 2121 0 1053.3 952.67
218.5 0 0 43 4128 0 1100 726
218.5 0 0 0 0 0 1549.3 262.67
219.5 0 0 0 0 0 957.42 1054.9
219.5 0 0 21 2121 0 1053.3 952.67
219.5 0 0 43 4128 0 1100 726
219.5 0 0 0 0 0 1549.3 262.67
At time 220 created bundle with sequence number 4462 from 10.0.0.2 to 10.0.0.4
At time 220 created bundle with sequence number 4463 from 10.0.0.3 to 10.0.0.4
220.5 0 0 0 0 0 957.17 1054.7
220.5 0 0 22 2222 0 1053.3 952.67
220.5 0 0 44 4224 0 1100 726
220.5 0 0 0 0 0 1549.3 262.67
221.5 0 0 0 0 0 956.83 1054.5
221.5 0 0 22 2222 0 1053.3 952.67
221.5 0 0 44 4224 0 1100 726
221.5 0 0 0 0 0 1549.3 262.67
222.5 0 0 0 0 0 956.5 1054.3
222.5 0 0 22 2222 0 1053.3 952.67
222.5 0 0 44 4224 0 1100 726
222.5 0 0 0 0 0 1549.3 262.67
223.5 0 0 0 0 0 956.25 1054.3
223.5 0 0 22 2222 0 1053.3 952.67
223.5 0 0 44 4224 0 1100 726
223.5 0 0 0 0 0 1549.3 262.67
224.5 0 0 0 0 0 956.17 1054.3
224.5 0 0 22 2222 0 1053.3 952.67
224.5 0 0 44 4224 0 1100 726
224.5 0 0 0 0 0 1549.3 262.67
At time 225 created bundle with sequence number 4564 from 10.0.0.3 to 10.0.0.4
225.5 0 0 0 0 0 956.25 1054.4
225.5 0 0 22 2222 0 1053.3 952.67
225.5 0 0 45 4320 0 1100 726
225.5 0 0 0 0 0 1549.3 262.67
226.5 0 0 0 0 0 956.33 1054.6
226.5 0 0 22 2222 0 1053.3 952.67
226.5 0 0 45 4320 0 1100 726
226.5 0 0 0 0 0 1549.3 262.67
227.5 0 0 0 0 0 956.25 1054.8
227.5 0 0 22 2222 0 1053.3 952.67
227.5 0 0 45 4320 0 1100 726
227.5 0 0 0 0 0 1549.3 262.67
228.5 0 0 0 0 0 956 1054.8
228.5 0 0 22 2222 0 1053.3 952.67
228.5 0 0 45 4320 0 1100 726
228.5 0 0 0 0 0 1549.3 262.67
229.5 0 0 0 0 0 955.75 1054.8
229.5 0 0 22 2222 0 1053.3 952.67
229.5 0 0 45 4320 0 1100 726
229.5 0 0 0 0 0 1549.3 262.67
At time 230 created bundle with sequence number 4665 from 10.0.0.2 to 10.0.0.4
At time 230 created bundle with sequence number 4666 from 10.0.0.3 to 10.0.0.4
230.5 0 0 0 0 0 955.5 1054.8
230.5 0 0 23 2323 0 1053.3 952.67
230.5 0 0 46 4416 0 1100 726
230.5 0 0 0 0 0 1549.3 262.67
231.5 0 0 0 0 0 955.25 1055.5
231.5 0 0 23 2323 0 1053.3 952.67
231.5 0 0 46 4416 0 1100 726
231.5 0 0 0 0 0 1549.3 262.67
232.5 0 0 0 0 0 955 1056.6
232.5 0 0 23 2323 0 1053.3 952.67
232.5 0 0 46 4416 0 1100 726
232.5 0 0 0 0 0 1549.3 262.67
233.5 0 0 0 0 0 954.92 1057.6
233.5 0 0 23 2323 0 1053.3 952.67
233.5 0 0 46 4416 0 1100 726
233.5 0 0 0 0 0 1549.3 262.67
234.5 0 0 0 0 0 955 1058.2
234.5 0 0 23 2323 0 1053.3 952.67
234.5 0 0 46 4416 0 1100 726
234.5 0 0 0 0 0 1549.3 262.67
At time 235 created bundle with sequence number 4767 from 10.0.0.3 to 10.0.0.4
235.5 0 0 0 0 0 954.92 1058.1
235.5 0 0 23 2323 0 1053.3 952.67
235.5 0 0 47 4512 0 1100 726
235.5 0 0 0 0 0 1549.3 262.67
236.5 0 0 0 0 0 954.25 1057.1
236.5 0 0 23 2323 0 1053.3 952.67
236.5 0 0 47 4512 0 1100 726
236.5 0 0 0 0 0 1549.3 262.67
237.5 0 0 0 0 0 953.67 1055.7
237.5 0 0 23 2323 0 1053.3 952.67
237.5 0 0 47 4512 0 1100 726
237.5 0 0 0 0 0 1549.3 262.67
238.5 0 0 0 0 0 953.67 1055
238.5 0 0 23 2323 0 1053.3 952.67
238.5 0 0 47 4512 0 1100 726
238.5 0 0 0 0 0 1549.3 262.67
239.5 0 0 0 0 0 953.67 1054.8
239.5 0 0 23 2323 0 1053.3 952.67
239.5 0 0 47 4512 0 1100 726
239.5 0 0 0 0 0 1549.3 262.67
At time 240 created bundle with sequence number 4868 from 10.0.0.2 to 10.0.0.4
At time 240 created bundle with sequence number 4869 from 10.0.0.3 to 10.0.0.4
240.5 0 0 0 0 0 953.67 1054.8
240.5 0 0 24 2424 0 1053.3 952.67
240.5 0 0 48 4608 0 1100 726
240.5 0 0 0 0 0 1549.3 262.67
241.5 0 0 0 0 0 953.67 1054.8
241.5 0 0 24 2424 0 1053.3 952.67
241.5 0 0 48 4608 0 1100 726
241.5 0 0 0 0 0 1549.3 262.67
242.5 0 0 0 0 0 953.67 1054.8
242.5 0 0 24 2424 0 1053.3 952.67
242.5 0 0 48 4608 0 1100 726
242.5 0 0 0 0 0 1549.3 262.67
243.5 0 0 0 0 0 953.67 1054.8
243.5 0 0 24 2424 0 1053.3 952.67
243.5 0 0 48 4608 0 1100 726
243.5 0 0 0 0 0 1549.3 262.67
244.5 0 0 0 0 0 953.67 1054.8
244.5 0 0 24 2424 0 1053.3 952.67
244.5 0 0 48 4608 0 1100 726
244.5 0 0 0 0 0 1549.3 262.67
At time 245 created bundle with sequence number 4970 from 10.0.0.3 to 10.0.0.4
245.5 0 0 0 0 0 953.68 1054.8
245.5 0 0 24 2424 0 1053.3 952.67
245.5 0 0 49 4704 0 1100 726
245.5 0 0 0 0 0 1549.3 262.67
246.5 0 0 0 0 0 953.68 1054.8
246.5 0 0 24 2424 0 1053.3 952.67
246.5 0 0 49 4704 0 1100 726
246.5 0 0 0 0 0 1549.3 262.67
247.5 0 0 0 0 0 953.68 1054.8
247.5 0 0 24 2424 0 1053.3 952.67
247.5 0 0 49 4704 0 1100 726
247.5 0 0 0 0 0 1549.3 262.67
248.5 0 0 0 0 0 953.68 1054.8
248.5 0 0 24 2424 0 1053.3 952.67
248.5 0 0 49 4704 0 1100 726
248.5 0 0 0 0 0 1549.3 262.67
249.5 0 0 0 0 0 953.68 1054.7
249.5 0 0 24 2424 0 1053.3 952.67
249.5 0 0 49 4704 0 1100 726
249.5 0 0 0 0 0 1549.3 262.67
At time 250 created bundle with sequence number 5071 from 10.0.0.2 to 10.0.0.4
At time 250 created bundle with sequence number 5072 from 10.0.0.3 to 10.0.0.4
250.5 0 0 0 0 0 953.68 1054.7
250.5 0 0 25 2525 0 1053.3 952.67
250.5 0 0 50 4800 0 1100 726
250.5 0 0 0 0 0 1549.3 262.67
251.5 0 0 0 0 0 953.68 1054.7
251.5 0 0 25 2525 0 1053.3 952.67
251.5 0 0 50 4800 0 1100 726
251.5 0 0 0 0 0 1549.3 262.67
252.5 0 0 0 0 0 953.69 1054.7
252.5 0 0 25 2525 0 1053.3 952.67
252.5 0 0 50 4800 0 1100 726
252.5 0 0 0 0 0 1549.3 262.67
