000,46.907,41.907
001,46.907,41.907
002,46.907,41.907
003,46.907,41.907
004,46.907,41.907
005,47.008,37.008
006,47.008,37.008
007,47.008,37.008
008,47.008,37.008
009,47.008,37.008
010,47.109,32.109
011,47.109,32.109
012,47.109,32.109
013,47.109,32.109
014,47.109,32.109
015,47.21,27.21
016,47.21,27.21
017,47.21,27.21
018,47.21,27.21
019,47.21,27.21
020,47.311,22.311
021,47.311,22.311
022,47.311,22.311
023,47.311,22.311
024,47.311,22.311
025,47.402,17.402
026,47.402,17.402
027,47.402,17.402
028,47.402,17.402
029,47.402,17.402
030,80.91,45.91
031,80.91,45.91
032,80.91,45.91
033,80.91,45.91
034,80.91,45.91
035,81.011,41.011
036,81.011,41.011
037,81.011,41.011
038,81.011,41.011
039,81.011,41.011
040,81.102,36.102
041,81.102,36.102
042,81.102,36.102
043,81.102,36.102
044,81.102,36.102
045,81.203,31.203
046,81.203,31.203
047,81.203,31.203
048,81.203,31.203
049,81.203,31.203
050,81.304,26.304
051,81.304,26.304
052,81.304,26.304
053,81.304,26.304
054,81.304,26.304
055,81.405,21.405
056,81.405,21.405
057,81.405,21.405
058,81.405,21.405
059,81.405,21.405
060,81.506,16.506
061,81.506,16.506
062,81.506,16.506
063,81.506,16.506
064,81.506,16.506
065,114.9,44.904
066,114.9,44.904
067,114.9,44.904
068,114.9,44.904
069,114.9,44.904
070,115,40.005
071,115,40.005
072,115,40.005
073,115,40.005
074,115,40.005
075,115.11,35.106
076,115.11,35.106
077,115.11,35.106
078,115.11,35.106
079,115.11,35.106
080,115.21,30.207
081,115.21,30.207
082,115.21,30.207
083,115.21,30.207
084,115.21,30.207
085,115.31,25.308
086,115.31,25.308
087,115.31,25.308
088,115.31,25.308
089,115.31,25.308
090,115.41,20.409
091,115.41,20.409
092,115.41,20.409
093,115.41,20.409
094,115.41,20.409
095,115.51,15.51
096,115.51,15.51
097,115.51,15.51
098,115.51,15.51
099,115.51,15.51
100,148.91,43.908
101,148.91,43.908
102,148.91,43.908
103,148.91,43.908
104,148.91,43.908
105,149.01,39.009
106,149.01,39.009
107,149.01,39.009
108,149.01,39.009
109,149.01,39.009
110,149.11,34.11
111,149.11,34.11
112,149.11,34.11
113,149.11,34.11
114,149.11,34.11
115,149.21,29.211
116,149.21,29.211
117,149.21,29.211
118,149.21,29.211
119,149.21,29.211
120,149.3,24.302
121,149.3,24.302
122,149.3,24.302
123,149.3,24.302
124,149.3,24.302
125,149.4,19.403
126,149.4,19.403
127,149.4,19.403
128,149.4,19.403
129,149.4,19.403
130,149.5,14.504
131,149.5,14.504
132,149.5,14.504
133,149.5,14.504
134,149.5,14.504
135,182.91,42.912
136,182.91,42.912
137,182.91,42.912
138,182.91,42.912
139,182.91,42.912
140,183,38.003
141,183,38.003
142,183,38.003
143,183,38.003
144,183,38.003
145,183.1,33.104
146,183.1,33.104
147,183.1,33.104
148,183.1,33.104
149,183.1,33.104
150,183.2,28.205
151,183.2,28.205
152,183.2,28.205
153,183.2,28.205
154,183.2,28.205
155,183.31,23.306
156,183.31,23.306
157,183.31,23.306
158,183.31,23.306
159,183.31,23.306
160,183.41,18.407
161,183.41,18.407
162,183.41,18.407
163,183.41,18.407
164,183.41,18.407
165,183.51,13.508
166,183.51,13.508
167,183.51,13.508
168,183.51,13.508
169,183.51,13.508
